c:\xampp\mysql\bin\mysqld.exe, Version: 10.4.28-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: C:/xampp/mysql/mysql.sock
Time		    Id Command	Argument
		   484 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   484 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   484 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   484 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   484 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   484 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   485 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   484 Query	SHOW TABLES FROM `phpmyadmin`
		   484 Init DB	phpmyadmin
		   484 Query	SHOW TABLES FROM `phpmyadmin`
		   484 Init DB	phpmyadmin
		   484 Query	SHOW TABLES FROM `phpmyadmin`
		   484 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   484 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   484 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   484 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   484 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   484 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   484 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   484 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   485 Query	SELECT CURRENT_USER()
		   485 Query	SELECT 1 FROM mysql.user LIMIT 1
		   485 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   485 Query	SELECT DATABASE()
		   485 Init DB	catmarketing
		   485 Query	SELECT `description` FROM `audit_log` WHERE `audit_log`.`id` = 2 LIMIT 0, 25
		   485 Query	SHOW WARNINGS
		   485 Query	SELECT @@lower_case_table_names
		   485 Query	SHOW  COLUMNS FROM `catmarketing`.`audit_log`
		   485 Query	SHOW INDEXES FROM `catmarketing`.`audit_log`
		   485 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'audit_log'
		   485 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('catmarketing') AND t.`TABLE_NAME`  = 'audit_log' ORDER BY Name ASC
		   485 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   485 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''localhost''' AND PRIVILEGE_TYPE='TRIGGER'
		   485 Quit	
		   484 Quit	
241213 17:12:21	   486 Connect	pma@localhost as anonymous on 
		   487 Connect	root@localhost as anonymous on 
		   487 Query	SELECT @@version, @@version_comment
		   487 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   487 Query	SET lc_messages = 'en_GB'
		   486 Query	SHOW TABLES FROM `phpmyadmin`
		   486 Init DB	phpmyadmin
		   486 Query	SHOW TABLES FROM `phpmyadmin`
		   486 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   486 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   486 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   486 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   486 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   486 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   487 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   486 Query	SHOW TABLES FROM `phpmyadmin`
		   486 Init DB	phpmyadmin
		   486 Query	SHOW TABLES FROM `phpmyadmin`
		   486 Init DB	phpmyadmin
		   486 Query	SHOW TABLES FROM `phpmyadmin`
		   486 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   486 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
241213 17:12:22	   486 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   486 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   486 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   486 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   486 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   486 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   487 Query	SELECT CURRENT_USER()
		   487 Query	SELECT 1 FROM mysql.user LIMIT 1
		   487 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   487 Query	SELECT DATABASE()
		   487 Init DB	catmarketing
		   487 Query	SELECT `user_info` FROM `audit_log` WHERE `audit_log`.`id` = 2 LIMIT 0, 25
		   487 Query	SHOW WARNINGS
		   487 Query	SELECT @@lower_case_table_names
		   487 Query	SHOW  COLUMNS FROM `catmarketing`.`audit_log`
		   487 Query	SHOW INDEXES FROM `catmarketing`.`audit_log`
		   487 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'audit_log'
		   487 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('catmarketing') AND t.`TABLE_NAME`  = 'audit_log' ORDER BY Name ASC
		   487 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   487 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''localhost''' AND PRIVILEGE_TYPE='TRIGGER'
		   487 Quit	
		   486 Quit	
241213 17:12:34	   488 Connect	pma@localhost as anonymous on 
		   489 Connect	root@localhost as anonymous on 
		   489 Query	SELECT @@version, @@version_comment
		   489 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   489 Query	SET lc_messages = 'en_GB'
		   488 Query	SHOW TABLES FROM `phpmyadmin`
		   488 Init DB	phpmyadmin
		   488 Query	SHOW TABLES FROM `phpmyadmin`
		   488 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   488 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   488 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   488 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   488 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   488 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   489 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   488 Query	SHOW TABLES FROM `phpmyadmin`
		   488 Init DB	phpmyadmin
		   488 Query	SHOW TABLES FROM `phpmyadmin`
		   488 Init DB	phpmyadmin
		   488 Query	SHOW TABLES FROM `phpmyadmin`
		   488 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
241213 17:12:35	   488 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   488 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   488 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   488 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   488 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   488 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   488 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   488 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   489 Query	SELECT CURRENT_USER()
		   489 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'audit_log'
		   489 Query	SELECT @@lower_case_table_names
		   489 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('catmarketing') AND t.`TABLE_NAME`  = 'audit_log' ORDER BY Name ASC
		   488 Query	REPLACE INTO `phpmyadmin`.`pma__table_uiprefs` (username, db_name, table_name, prefs) VALUES ('root', 'catmarketing', 'audit_log', '{\"CREATE_TIME\":\"2024-12-13 16:06:05\",\"col_order\":[0,2,1,3,4]}')
		   489 Query	SELECT COUNT(*) FROM `phpmyadmin`.`pma__table_uiprefs`
		   488 Query	REPLACE INTO `phpmyadmin`.`pma__table_uiprefs` (username, db_name, table_name, prefs) VALUES ('root', 'catmarketing', 'audit_log', '{\"CREATE_TIME\":\"2024-12-13 16:06:05\",\"col_order\":[0,2,1,3,4],\"col_visib\":[1,1,1,1,1]}')
		   489 Query	SELECT COUNT(*) FROM `phpmyadmin`.`pma__table_uiprefs`
		   489 Query	SHOW  COLUMNS FROM `catmarketing`.`audit_log`
		   489 Query	SHOW INDEXES FROM `catmarketing`.`audit_log`
		   489 Query	SELECT 1 FROM mysql.user LIMIT 1
		   489 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   489 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''localhost''' AND PRIVILEGE_TYPE='TRIGGER'
		   489 Quit	
		   488 Quit	
241213 17:12:45	   490 Connect	pma@localhost as anonymous on 
		   491 Connect	root@localhost as anonymous on 
		   491 Query	SELECT @@version, @@version_comment
		   491 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   491 Query	SET lc_messages = 'en_GB'
		   490 Query	SHOW TABLES FROM `phpmyadmin`
		   490 Init DB	phpmyadmin
		   490 Query	SHOW TABLES FROM `phpmyadmin`
		   490 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   490 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   490 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   490 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   490 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   490 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   491 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   490 Query	SHOW TABLES FROM `phpmyadmin`
		   490 Init DB	phpmyadmin
		   490 Query	SHOW TABLES FROM `phpmyadmin`
		   490 Init DB	phpmyadmin
		   490 Query	SHOW TABLES FROM `phpmyadmin`
		   490 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   490 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   490 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   490 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
